step,loss_V,weight_norm_sq_C,K_est,lr,cond
1900,3.4051051139831543,9942128.103297446,33853991.24841377,5.2825686012112815e-05,seed1
1910,3.6963553428649902,9942001.034404736,36749168.6422912,5.2294750412556615e-05,seed1
1920,3.6527493000030518,9941883.619630411,36315208.43231679,5.181876400092592e-05,seed1
1930,3.7294323444366455,9941770.777306536,37077161.49786205,5.139784421974547e-05,seed1
1940,3.2885420322418213,9941675.03253778,32693616.21538957,5.1032094924672915e-05,seed1
1950,3.4717719554901123,9941579.751112103,34514897.773179375,5.072160635887402e-05,seed1
1960,3.572521924972534,9941489.235832678,35516188.26189069,5.0466455130756414e-05,seed1
1970,3.6262009143829346,9941387.09603703,36049466.97788419,5.026670419506776e-05,seed1
1980,3.464768648147583,9941288.208981413,34444263.70867804,5.0122402837362465e-05,seed1
1990,3.6683571338653564,9941165.580892349,36467745.677603185,5.003358666184135e-05,seed1
2000,3.6995880603790283,9941056.586852472,36777814.256271705,5.0000277582566717e-05,seed1
